"Rajya	DISTRICT	BRANCH	ADDRESS	CENTRE	IFSC	CONTACT1	CONTACT2	CONTACT3	MICR_CODE",,,,,,,,,
"RAJASTHAN	JHUNJHUNU	SULTANA	""NEAR BUS STAND", SULTANA, DISTT- JHUNJHUNU, STATE-RAJASTHAN," PIN-333028""	SULTANA	SBBJ0011013	01596-281530			",,,,,
"RAJASTHAN	JHUNJHUNU	SURAJGARH	""JEEWAN  MANDI",  SURAJGARH,"  DISTT.   JHUNJHUNU - 333029""	SURAJGARH	SBBJ0010135	""01596-237440"," 238440""			",,,,,,
"RAJASTHAN	JHUNJHUNU	TEETANWAR	""MAIN MARKET VILLAGAE - TEETANWAR ", DISTT. TEHSHIL- UDAIPURWATI, JHUNJHUNU," 333012""	JHUNJHUNU	SBBJ0011223	1594236044			",,,,,,
"RAJASTHAN	JHUNJHUNU	UDAIPUR WATI	DISTT.  JHUNJHUNU - 333307	UDAIPURWATI	SBBJ0010136	""01594-234699"," 234752""			",,,,,,,,
"RAJASTHAN	JHUNJHUNU	UDAIPURWATI ADB	DISTT.   JHUNJHUNU - 333307	UDAIPURWATI	SBBJ0010360	01594-234242			",,,,,,,,,
"RAJASTHAN	JODHPUR	AAU	""HIMMAT SINGH BUILDING", BHOJASAR CHORAYA, NAGAUR ROAD, AAU VIA PHALODI," DISTT.-JODHPUR""	PHALODI	SBBJ0011132	9413397748			342003504",,,,,
"RAJASTHAN	JODHPUR	BALARWA	""Jodhpur Thinwar Main Road", Bus stand," BALARWA-342306""	TINWARI	SBBJ0011235	2926248401			342003211",,,,,,,
"RAJASTHAN	JODHPUR	BALESAR	""OPPOSITE GOVT HOSPITAL POKARAN ROAD", BALESAR," DISTT. JODHPUR - 342023""	SHERGARH	SBBJ0011010	9413397520	02929-242070		",,,,,,,
"RAJASTHAN	JODHPUR	BANAR	""BHOPALGARH ROAD", NEAR BANAR RLY STATION," POST BANAR DISTT. JODHPUR - 342027""	BANAD	SBBJ0011069	9413397467			342003503",,,,,,,
"RAJASTHAN	JODHPUR	BAORI	""Near Marudhara IOCL Petrol Pump",NH-65,Nagaur Road,Baori,"Distt.-Jodhpur Pin Code:342037""	BAORI	SBBJ0011094		""02927-265026"," 9413397456""		342003209",,,,
"RAJASTHAN	JODHPUR	BAP	""Near Bap Bus Stand", Oppo. Gram anchayat Bhawan Teh:Bap,Via Phalodi ,,,,,,,
"Distt:Jodhpur Pin Code:342307""	BAP	SBBJ0011142	02921-277006 09413397899			342003505",,,,,,,,,
"RAJASTHAN	JODHPUR	BASNI AIIMS JODHPUR	""SHOP NO. 37", BASNI TRANSPORT NAGAR, MAIN SALWASA ROAD," JODHPUR342005""	JODHPUR	SBBJ0011315	0291 8003995094			342003023",,,,,,
"RAJASTHAN	JODHPUR	BHOPALGARH- JODHPUR	""STATE BANK OF BIKANER & JAIPUR",,,,,,,,,
BHOPALGARH DISTT. JODHPUR,,,,,,,,,
"PIN--342603""	BHOPALGARH	SBBJ0011035	02920-240102			",,,,,,,,,
"RAJASTHAN	JODHPUR	BILARA	DISTT.  JODHPUR - 342602	BILARA	SBBJ0010204	02930-222015			",,,,,,,,,
"RAJASTHAN	JODHPUR	BIRANI	""BIRANI  KHURD","  DISTT.  JODHPUR - 342603""	BIRANI	SBBJ0010693	02920-275469			",,,,,,,,
"RAJASTHAN	JODHPUR	BORUNADA	""E-69", BORNADA INDUSTRIAL AREA PHASE I, BARMER ROAD," JODHPUR""	JODHPUR	SBBJ0010913	SHRI D. K. MALIK	02931-281615		",,,,,,
"RAJASTHAN	JODHPUR	CHOKHA	DISTT.   JODHPUR - 342008	CHOK	SBBJ0010649	0291-2827222			",,,,,,,,,
"RAJASTHAN	JODHPUR	""CHOPASNI HOUSING BOARD","  JODHPUR""	""SECTOR - 12",  CHOPASNI  HOUSING  BOARD,"  JODHPUR - 342008""	JODHPUR	SBBJ0010785	""0291-2634772","  773""			",,,,,
"RAJASTHAN	JODHPUR	""CIRCUIT HOUSE"," JODHPUR""	""1-A-Hanumat Nagar",,,,,,,,
Opp.LIC Office,Circuit House Road,,,,,,,,
Jodhpur (Raj.),,,,,,,,,
"Pin:342011""	JODHPUR	SBBJ0011167	0291- 09413397476			342003020",,,,,,,,,
"RAJASTHAN	JODHPUR	DANGIYAWAS	JAIPUR HIGHWAY NEAR PETROL PUMP HENANADA AREA	JODHPUR	SBBJ0011319	9413397493	sbbj11319@sbbj.co.in		342003024",,,,,,,,,
"RAJASTHAN	JODHPUR	DECHU	""Sagar Road ",Jodhpur National Highway,Opp.Panchayat Bhawan,Dechu ," Distt.Jodhpur (Raj.) Pin Code:342314""	PHALODI	SBBJ0011108		9413397888		342003502",,,,,
"RAJASTHAN	JODHPUR	""GULAB SAGAR","  JODHPUR""	""GULAB SAGAR","  JODHPUR - 342002""	JODHPUR	SBBJ0010762	0145-2775984			",,,,,,,
"RAJASTHAN	JODHPUR	""HANSLAV KI PAL","  JODHPUR""	""682/12 Near Satelite Hospital", Hanslav ki Pal, Nayapura," Jodhpur Dist. Jodhpur Pin Code 342026""	JODHPUR	SBBJ0011343	8003597138	sbbj11343@sbbj.co.in		342003025",,,,,
"RAJASTHAN	JODHPUR	JALORI GATE JODHPUR	""Jalori Gate Jodhpur"," PIN-342001""	JODHPUR	SBBJ0010201	Sri V K Gupta Telephone No 0291-2634740/4741 Fax No 0291-2435244			",,,,,,,,
"RAJASTHAN	JODHPUR	""JODHPUR "," INDUSTRIAL ESTATE""	INDUSTRIAL ESTATE JODHPUR 342003	JODHPUR	SBBJ0010199	B R GANDER 0291-2634757 2634758			",,,,,,,,
"RAJASTHAN	JODHPUR	JODHPUR BJS COLONY	""PLOT NO. 430/B NEW BJS COLONY", RTO CORSSING ROAD," JODHPUR""	JODHPUR	SBBJ0011288	9414097065	sbbj11288@sbbj.co.in		342003022",,,,,,,
"RAJASTHAN	JODHPUR	JODHPUR CITY	KAPDA BAZAR CHANDI HALL JODHPUR 342001	JODHPUR	SBBJ0010200	H C JAIN TEL 0291-2634756 2614028			",,,,,,,,,
"RAJASTHAN	JODHPUR	""JODHPUR"," BHAGAT KI KOTHI""	BASANI PHASE-I BHAGAT KI KOTHI JODHPUR 342003	JODHPUR	SBBJ0010375	LALIT SHARMA 0291-2634747 2634748			",,,,,,,,
"RAJASTHAN	JODHPUR	""JODHPUR"," PAOTA""	""PAOTA"," JODHPUR 342001""	JODHPUR	SBBJ0010341	N M ASOPA 0291-2634763 2634764			",,,,,,,
"RAJASTHAN	JODHPUR	""JODHPUR"," SARDARPURA""	SARDARPURA JODHPUR 342001	JODHPUR	SBBJ0010202	H R SANKHLA 0291-2634766 2634767			",,,,,,,,
"RAJASTHAN	JODHPUR	""JODHPUR"," SOJATI GATE""	""SOJATI GATE JODHPUR"," 342001""	JODHPUR	SBBJ0010203	S K AGARWAL 0291-2613139 2634752			",,,,,,,
"RAJASTHAN	JODHPUR	KAN  SINGH  KI  SEER	DISTT.   JODHPUR - 342301	KANSINGH-KI-SEER	SBBJ0010697	0291-2634709			",,,,,,,,,
"RAJASTHAN	JODHPUR	""KHANDA FALSA","  JODHPUR""	""KHANDA  FALSA","  JODHPUR. - 342001""	JODHPUR	SBBJ0010542	""0291-2634760",2634761,"2647405""			",,,,,
"RAJASTHAN	JODHPUR	LUNI	""DAVASIYO KI GALI"," MAIN STATION ROAD LUNI""	JODHPUR	SBBJ0011287	9413397474	sbbj11287@sbbj.co.in		342003102",,,,,,,,
"RAJASTHAN	JODHPUR	MANAKLAO	DISTT.   JODHPUR - 342305	MANAKLAO	SBBJ0010681	0291-2238474			",,,,,,,,,
"RAJASTHAN	JODHPUR	MANDORE INDUSTRIAL AREA JODHPUR	""STATE BANK OF BIKANER AND JAIPUR PLOT NO. W-3-4  "," NAGAURE ROAD MANDORE INDUSTRIAL AREA  JODHPUR PIN CODE 342007""	JODHPUR	SBBJ0010998	0291- 2577052	9413397493		",,,,,,,,
"RAJASTHAN	JODHPUR	""MANDORE ROAD","  JODHPUR""	""MANDORE ROAD","  JODHPUR - 342007""	JODHPUR	SBBJ0010374	""0291-2634768"," 2634769""			",,,,,,
"RAJASTHAN	JODHPUR	MATHANIA	""Opp.Government Hospital",Osian Road,Mathania,Teh.Osian Distt.:Jodhpur," Pin Code 342305""	MATHANIA	SBBJ0011115		""02926-222054"," 9413396534""		342003210",,,,
"RAJASTHAN	JODHPUR	OSIAN	""TEHSIL  ROAD",  OSIAN,"  DISTT.   JODHPUR - 342303""	OSIAN	SBBJ0010206	02922-274228			",,,,,,,
"RAJASTHAN	JODHPUR	PAL ROAD JODHPUR	STATE BANK OF BIKANER AND JAIPUR  NEAR PREKSH HOSPITAL PAL ROAD JODHPUR342001	JODHPUR	SBBJ0010997	0291- 2786066	9413397486		",,,,,,,,,
"RAJASTHAN	JODHPUR	PHALODI	DISTT.  JODHPUR - 342301	PHALODI	SBBJ0010205	""02925-222026"," 222105""			",,,,,,,,
"RAJASTHAN	JODHPUR	PHALODI K U M	""OPP  KRISHUPAJ MANDI", JODHPUR ROAD," PHALODI""	PHALODI	SBBJ0011236	2925222381			342003101",,,,,,,
"RAJASTHAN	JODHPUR	PIPARCITY	DISTT.  JODHPUR - 342601	PIPAR	SBBJ0010481	02930-233050			",,,,,,,,,
"RAJASTHAN	JODHPUR	""RATANADA"," JODHPUR""	""OJHA SADAN", CENTRAL SCHOOL ROAD, OPP. SARDAR CLUB, RATANADA," JODHPUR -342003""	JODHPUR	SBBJ0011033	0291-2634753			",,,,
"RAJASTHAN	JODHPUR	SALWAN KALAN	DISTT.   JODHPUR - 342027	SALWAN KALAN	SBBJ0010692	0291-2273005			",,,,,,,,,
"RAJASTHAN	JODHPUR	""SHASTRI NAGAR","JODHPUR""	""A-23",Shastri Nagar,,,,,,,
Jodhpur  (Raj.),,,,,,,,,
"Pin Code:342003""	JODHPUR	SBBJ0011166	0291- 09413397417			342003021",,,,,,,,,
"RAJASTHAN	JODHPUR	SHERGARH	""SHERGARH","  DISTT.  JODHPUR - 342022""	SHERGARH	SBBJ0010207	02929-243322			",,,,,,,,
"RAJASTHAN	JODHPUR	SHRI KANHAIYA NAGAR JODHPUR	""STATE BANK OF BIKANER AND JAIPUR PLOT NO. 03 ", SHRI KANHAIYA NAGAR ," SHIKARGARH CHORAHA JODHPUR PIN CODE 342001""	JODHPUR	SBBJ0010995	0291- 2512145	9413397901		",,,,,,,
"RAJASTHAN	JODHPUR	SURSAGAR	DISTT.   JODHPUR. - 342024	JODHPUR	SBBJ0010208	0291-2780770			",,,,,,,,,
"RAJASTHAN	JODHPUR	""TFCPC"," JODHPUR""	""STATE BANK OF BIKANER & JAIPUR", TFCPC,                                              BASNI KRISHI MANDI, BHAGAT KI, KOTHI," JODHPUR-342005""	JODHPUR	SBBJ0010975	0291-2723151	94141 33701		",,,
"RAJASTHAN	JODHPUR	TINWARI	""STATION  ROAD",  TINWARI,"  DISTT.   JODHPUR - 342306""	TINWARI	SBBJ0010410	""02926-268241"," 268735""			",,,,,,
"RAJASTHAN	KARAULI	COLLECTRATE KARAULI DISTT KARAULI RAJASTHAN	COLLECTRATE KARAULI DISTT KARAULI RAJASTHAN 322241	KARAULI	SBBJ0011144		sbbj11144@sbbj.co.in		322003087",,,,,,,,,
"RAJASTHAN	KARAULI	GUDHA CHANDERJI	DISTT. KARAULI - 322213	GUDHA CHANDERJI	SBBJ0010425	""07463-282365",282581," 282415""			",,,,,,,
"RAJASTHAN	KARAULI	HINDAUN	DISTT.  KARAULI - 322230	HINDAUN	SBBJ0010074	""07469-232011"," 232899""			",,,,,,,,
"RAJASTHAN	KARAULI	HINDAUN CITY  STATION ROAD	""STATION  ROAD",   HINDAUN  CITY,"   DISTT.  KARAULI - 322230""	HINDAUN	SBBJ0010771	""07469-231147"," 234746""			",,,,,,
"RAJASTHAN	KARAULI	JAGAR	""JAGAR", NEAR BUS STAND, TEHSIL HINDAUN, DISTT. KARAULI," RAJASTHAN 322236""	SUROTH	SBBJ0011260	07469 9829025604			322003201",,,,,
"RAJASTHAN	KARAULI	KARAULI	""HINDAUN DARWAZA","KARAULI-302241""	KARAULI	SBBJ0010076	""HARISH KIRTANI"," 07464-220028""	07464-220152		",,,,,,,
"RAJASTHAN	KARAULI	MEHANDIPUR GHATA BALAJI	KARAULI - 321610	MEHANDIPUR	SBBJ0010435	""07461-230034",247373," 230866""			",,,,,,,
"RAJASTHAN	KARAULI	NADOTI	DISTT.  KARAULI - 322215	NADOTI	SBBJ0010083	""07463-244127"," 244361""			",,,,,,,,
"RAJASTHAN	KARAULI	NARAULI	DISTT.  KARAULI - 322203	NARAULI	SBBJ0010424	""07465-254416",254725," 28725""			",,,,,,,
"RAJASTHAN	KARAULI	SAPOTRA	DISTT.  KARAULI - 322218	SAPOTRA	SBBJ0010084	""07465-250223",250465,"			
RAJASTHAN	KARAULI	SHRI MAHAVIRJI	Shri Mahavirji Dist. Karauli 322220	SHRI MAHAVIRJI	SBBJ0011109	9413396303			322003502
RAJASTHAN	KARAULI	SUROTH	PO. - FATEHSINGHPURA","  DISTT.   KARAULI - 322252""	SUROTH	SBBJ0010086	""07469-250327",250023," 228327""			",,,,
"RAJASTHAN	KARAULI	TODA BHIM	DISTT.   KARAULI - 321611	TODABHIM	SBBJ0010085	""07461-230022"," 230747""			",,,,,,,,
"RAJASTHAN	KOTA	""AERODROME CIRCLE","  KOTA""	""AERODROME  CIRCLE","  KOTA - 324007""	KOTA	SBBJ0010252	""0744-2361971 ",2363945," 2450050""			",,,,,
"RAJASTHAN	KOTA	BAPAWAR KALAN	""CHHABRA ROAD", BAPAWAR KALAN, TEH: SANGOD," DISTT.- KOTA (RAJ.)""	BAPAWAR KALAN	SBBJ0011177				325003505",,,,,,
"RAJASTHAN	KOTA	""CAD CIRCLE","  KOTA""	""DADABARI","  KOTA - 324007""	KOTA	SBBJ0010816	""0744-2391385 "," 2500724""			",,,,,,
"RAJASTHAN	KOTA	DIGOD	DISTT.  KOTA - 325201	DIGOD	SBBJ0010261	07455-234604			",,,,,,,,,
"RAJASTHAN	KOTA	DRM OFFICE KOTA	""DRM OFFICE PREMISES",                                         NEAR RAIWAY STATION," KOTA-324001""	KOTA	SBBJ0010939	0744-2441711	9413398584		",,,,,,,
"RAJASTHAN	KOTA	""GUMANPURA","  KOTA""	""GUMANPURA","  KOTA - 324007""	KOTA	SBBJ0010448	""0744-2391385","  2323385""			",,,,,,
"RAJASTHAN	KOTA	""IND. AREA ","  KUDALYA""	""RAMGANJ  MANDI","  DISTT.  KOTA - 326519""	KUDAYLA	SBBJ0010562	07459-220226			",,,,,,,
"RAJASTHAN	KOTA	ITAWA	""TEHSIL  PIPALDA","  DISTT.  KOTA - 325201""	ITAWA	SBBJ0010774	07458-225038			",,,,,,,,
"RAJASTHAN	KOTA	KAITHOON	Vill/PO. Kaithoon Distt- Kota (Rajasthan)	KAITHUN	SBBJ0011137		0744 - 2844600		325 003 504",,,,,,,,,
"RAJASTHAN	KOTA	KHAIRABAD	DISTT.  KOTA - 325529	KHAIRABAD	SBBJ0010436	07459-220322			",,,,,,,,,
"RAJASTHAN	KOTA	KOTA CITY	""GANDHI  CHOWK.","  KOTA - 324006""	KOTA	SBBJ0010251	""0744-2323224 "," 2327856""			",,,,,,,
"RAJASTHAN	KOTA	Kota I L Township	Kota I L Township- 324007	KOTA	SBBJ0010253	K K Gulati(Tel: 0744-2424244 Fax: 0744-2425858)			",,,,,,,,,
"RAJASTHAN	KOTA	KOTA INDUSTRIAL ESTATE	""A -31"," INDUSTRIAL ESTATE RAJASTHAN PATRIKA ROAD KOTA""	KOTA	SBBJ0010476	A. K. BURAD 0744-2360049 / 2362274			",,,,,,,,
"RAJASTHAN	KOTA	Kota Kum	Kota Kum ( Samiti Complex AnantPura -324005)	ANANTPURA	SBBJ0010802	""D C Jain( Tel: 0744-2490018","2490635)""			",,,,,,,,
"RAJASTHAN	KOTA	Kota Raj Bhawan Road	Kota Raj Bhawan Road  - 324001	KOTA	SBBJ0010254	""B M Ghai (Tel: 2322119","2331433 Fax: 2321433)""			",,,,,,,,
"RAJASTHAN	KOTA	""MAHAVIR NAGAR","  KOTA""	""MAHAVIR  NAGAR","  KOTA - 324005""	KOTA	SBBJ0010728	""0744-2429120 "," 2420720""			",,,,,,
"RAJASTHAN	KOTA	MANDANA	""NEAR BUS STAND", MANDANA, THE: LADPURA," DIST:KOTA""	MANDANA	SBBJ0011186				325003269",,,,,,
"RAJASTHAN	KOTA	MEDICAL COLLEGE KOTA	""MEDICAL COLLEGE", KHADE GANESH JI ROAD," KOTA-324005""	KOTA	SBBJ0010940	0744-2471521	9413398581		",,,,,,,
"RAJASTHAN	KOTA	MORAK	""ADITYA  NAGAR",  MORAK,"  DISTT.  KOTA - 326517""	MORAK	SBBJ0010493	07459-232245			",,,,,,,
"RAJASTHAN	KOTA	Pipalda	Pipalda- 325008	PIPALDA	SBBJ0010263	P K Bhargava ( Tel: 07458- 220044 Fax: 07458-220191)			",,,,,,,,,
"RAJASTHAN	KOTA	Ramganj Mandi	Ramganj Mandi - 326519	RAMGANJ MANDI	SBBJ0010264	B B Bhatnagar( Tel: 07459-220044 fax:220191)			",,,,,,,,,
"RAJASTHAN	KOTA	RIDDHI SIDDHI NAGAR	""STATE BANK OF BIKANER & JAIPUR",    PLOT NO 10, RIDDHI SIDDHI NAGAR," KOTA -324008 (RAJASTHAN)""	JAIPUR	SBBJ0011082	0744-2362521			324003019",,,,,,
"RAJASTHAN	KOTA	SANGOD	""SANGOD"," DISTT.KOTA""	SANGOD	SBBJ0010266	A K TULEJA (Tel: 07450-233235)			",,,,,,,,
"RAJASTHAN	KOTA	""SHOPPING CENTER","KOTA""	""114",SHOPPING CENTER,FURNITURE MARKET,"KOTA.DISTT:KOTA.RAJASTHAN.PIN CODE-324007""	KOTA	SBBJ0011300	8003497895	sbbj11300@sbbj.co.in		324003020",,,,,
"RAJASTHAN	KOTA	SRINATHPURAM	""77/B ", Srinathpuram KOTA ," PIN 324005.""	KOTA	SBBJ0011064		0744-2360260		324 003 018",,,,,,,
"RAJASTHAN	KOTA	""SRIRAM NAGAR"," KOTA""	""SRIRAMNAGAR","  KOTA - 324004""	KOTA	SBBJ0010342	""0744-2425337","  2433265""			",,,,,,
"RAJASTHAN	KOTA	""STATION ROAD","  KOTA""	""STATION  ROAD","  KOTA - 324002""	KOTA	SBBJ0010255	""0744-2460518 "," 2440218""			",,,,,,
"RAJASTHAN	KOTA	SULTANPUR	""NEAR VIDYAPEETH", KOTA ROAD," SULTANPUR (RAJASTHAN)""	SULTANPUR	SBBJ0011130		07455 - 224160		325 003 268",,,,,,,
"RAJASTHAN	KOTA	""TALWANDI","  KOTA""	""B - 311",  TALWANDI,  KOTA,"  RAJASTHAN""	KOTA	SBBJ0010857	""0744-2405712","  2420484""			",,,,
"RAJASTHAN	KOTA	""THERMAL POWER PROJECT","  KOTA""	KOTA  (RAJASTHAN) -  324008	KOTA	SBBJ0010793	""0744-2424244 ",2421784," 2425858""			",,,,,,
"RAJASTHAN	KOTA	""VIGYAN NAGAR"," KOTA""	""STATE BANK OF BIKANER & JAIPUR", KALPTARU, 1-K-22, VIGYAN NAGAR," KOTA PIN-324005""	KOTA	SBBJ0010972	9214800737	0744- 2412013		",,,,
"RAJASTHAN	KOTA	""VISHWAKARMA NAGAR"," KOTA""	""OCF-4",VISHWAKARMA NAGAR, KOTA .DISTT: KOTA,"  RAJASTHAN                               PIN CODE-324005""	KOTA	SBBJ0011301	9413398577	sbbj11301@sbbj.co.in		324003021",,,,,
"RAJASTHAN	NAGAUR	BADU	DISTT.  NAGAUR - 341501	BADU	SBBJ0010291	01588-284129			",,,,,,,,,
"RAJASTHAN	NAGAUR	BAJOLI	""VIA -  DEGANA","  DISTT.  NAGAUR - 341501""	BAJOLI	SBBJ0010664	01589-277223			",,,,,,,,
"RAJASTHAN	NAGAUR	BHAKROD	DISTT.   NAGAUR - 341001	BHAKROD	SBBJ0010635	01585-261012			",,,,,,,,,
"RAJASTHAN	NAGAUR	BHER	DISTT.  NAGAUR - 341001	BHER	SBBJ0010634	01585-265845			",,,,,,,,,
"RAJASTHAN	NAGAUR	BIRLOKA	""TEHSIL  MUNDWA","  DISTT.   NAGAUR - 341025""	BIRLOKA	SBBJ0010620	""01585-262248"," MOB. 9214578776""			",,,,,,,
"RAJASTHAN	NAGAUR	DEGANA	DISTT.  NAGAUR - 341503	DEGANA	SBBJ0010117	""01587-222047"," 223616""			",,,,,,,,
"RAJASTHAN	NAGAUR	DHANKOLI	""MAIN MARKET",  DHONKALI, THE- DIDWANA," DIST- NAGAUR""	DHANKOLI	SBBJ0011055	""01580-256121","256145""			341003503",,,,,
"RAJASTHAN	NAGAUR	DIDWANA	DISTT.  NAGAUR - 341303	DIDWANA	SBBJ0010111	""01580-223352",220021," 221529""			",,,,,,,
"RAJASTHAN	NAGAUR	DIDWANA LADNU ROAD	""SOLANKI PLAZA", HOSPITAL CHAURAHA, LADNU ROAD, DIDWANA, DISTT. NAGAUR," RAJASTHAN 341303""	DIDWANA	SBBJ0011303	01580 220031			341003123",,,,
"RAJASTHAN	NAGAUR	""DIDWANA ROAD"," NAGAUR""	""DIDWANA ROAD"," NAGAUR - 341001""	NAGAUR	SBBJ0011058	""01582-240468"," 246070""			341003002",,,,,,
"RAJASTHAN	NAGAUR	GOTAN	""SIKHWAL  BHAVAN",  NEAR  PETROL  PUMP,  GOTAN,"  DISTT.   NAGAUR - 342902""	GOTAN	SBBJ0010779	01591-230012			",,,,,,
"RAJASTHAN	NAGAUR	JASWANTGARH	""Shri Jaswantgarh Hitkarini Sabha", Main Market, Jaswantgarh (Tehsil: Ladnun)," Dist: Nagaur-341304""	JASWANTGARH	SBBJ0011121		01581-280132		341003122",,,,,,
"RAJASTHAN	NAGAUR	JEAL	DISTT.   NAGAUR - 341023	JAYAL	SBBJ0010118	""01583-272844",272324," 272335""			",,,,,,,
"RAJASTHAN	NAGAUR	KASNAU	""VIA -  KUCHERA","  DISTT.  NAGAUR - 341024""	KASNAU	SBBJ0010619	0291-2634709			",,,,,,,,
"RAJASTHAN	NAGAUR	KATHOTI	""GRAM PANCHAYAT BHAWAN"," KATHOTI-341023 Dist Nagur""	JAYAL	SBBJ0011258	1583279021			341003298",,,,,,,,
"RAJASTHAN	NAGAUR	KHAKHARKI	DISTT.  NAGAUR - 341510	KHAKHARKI	SBBJ0010637	01591-210659			",,,,,,,,,
"RAJASTHAN	NAGAUR	KHINWSAR	""NEAR BUS STAND", KHINWSAR, DISTRICT NAGAUR," RAJASTHAN""	NAGAUR	SBBJ0011030	MR. AVINISH KUMAR	MOBILE NO. 9413397460	01585-262010	",,,,,,
"RAJASTHAN	NAGAUR	KOLIA	DISTT.  NAGAUR - 341305	KOLIYA	SBBJ0010406	01580-282022			",,,,,,,,,
"RAJASTHAN	NAGAUR	KUCHERA	""BAZAR  ROAD",  KUCHERA,"  DISTT.  NAGAUR - 341024""	KUCHERA	SBBJ0010290	""01584-280037"," 280030""			",,,,,,
"RAJASTHAN	NAGAUR	KUCHMAN CITY	""KUCHMAN  CITY","  DISTT.   NAGAUR - 341508""	KUCHAMAN	SBBJ0010733	01586-220506			",,,,,,,,
"RAJASTHAN	NAGAUR	""KUM","  MERTACITY""	DISTT.  NAGAUR - 341510	MERTA CITY	SBBJ0010545	01590-220090			",,,,,,,,
"RAJASTHAN	NAGAUR	""KUM","  NAGAUR""	""KRISHI  UPAJ  MANDI","  NAGAUR - 341001""	NAGAUR	SBBJ0010528	""01582-240423"," 247023""			",,,,,,
"RAJASTHAN	NAGAUR	LADNUN	DISTT.  NAGAUR - 341306	LADNUN	SBBJ0010112	""01581-222026"," 222387""			",,,,,,,,
"RAJASTHAN	NAGAUR	MAKRANA	DISTT.   NAGAUR - 341505	MAKRANA	SBBJ0010113	""01588-248134",240393," 240194""			",,,,,,,
"RAJASTHAN	NAGAUR	MANGLOD	DISTT.  NAGAUR - 341027	MANGLOD	SBBJ0010633	01582-266037			",,,,,,,,,
"RAJASTHAN	NAGAUR	MAROTH	DISTT.  NAGAUR - 341507	MAROTH	SBBJ0010297	01586-277026			",,,,,,,,,
"RAJASTHAN	NAGAUR	MARWAR MUNDWA	DISTT.  NAGAUR - 341026	MUNDAWA	SBBJ0010114	01584-283029			",,,,,,,,,
"RAJASTHAN	NAGAUR	MERTA CITY	DISTT.  NAGAUR - 341510	MERTA CITY	SBBJ0010115	""01590-230402"," 220102""			",,,,,,,,
"RAJASTHAN	NAGAUR	MERTA ROAD	""SBBJ", OPP. SINGHVI CLINIC, BUS STAND, MERTA ROAD," DISTT. NAGAUR - 341511""	MERTA ROAD	SBBJ0011032				",,,,,
"RAJASTHAN	NAGAUR	""NAGAUR"," MAIN BRANCH""	GANDHI CHOWK NAGAUR 341002	NAGAUR	SBBJ0010116	T C GORA 01582-243767 240424			",,,,,,,,
"RAJASTHAN	NAGAUR	NAWA	""P.O. - KUCHAMAN  ROAD",  NAWA,"  DISTT.   NAGAUR - 341510""	NAWA	SBBJ0010119	""01586-263008"," 262732""			",,,,,,
"RAJASTHAN	NAGAUR	PARBATSAR	DISTT.  NAGAUR  - 341513	PARBATSAR	SBBJ0010120	""01589-270493"," 270122""			",,,,,,,,
"RAJASTHAN	NAGAUR	RIYAN BARI	DISTT.  NAGAUR - 341513	RIYAN BADI	SBBJ0010121	""01590-240659"," 240024""			",,,,,,,,
"RAJASTHAN	NAGAUR	ROHINI	DISTT.  NAGAUR - 341003	ROHINI	SBBJ0010622	01582-251172			",,,,,,,,,
"RAJASTHAN	NAGAUR	SHRI BALAJI	""STATE BANK OF BIKANER & JAIPUR", SHRI BALAJI," DISTT. NAGAUR                                PIN -341029""	SHRI BALAJI	SBBJ0010968	9413397822	01582-255227		",,,,,,,
"RAJASTHAN	NAGAUR	TAUSAR	""Scheme Bazar Hospital Road"," TAUSASR-341001""	NAGAUR	SBBJ0011259	1582240027			341003299",,,,,,,,
"RAJASTHAN	NAGAUR	THANWALA	""STATE BANK OF BIKANER & JAIPUR", NEAR BUS STAND, TEHSIL DEGANA," DISTT. NAGAUR - 34102663""	THANWALA	SBBJ0011066	""01587-268131"," 268021""			341003504",,,,,
"RAJASTHAN	PALI	BABRA	""VIA -  BEAWAR","  DISTT.   PALI - 306101""	BABRA	SBBJ0010294	02937-280026			",,,,,,,,
"RAJASTHAN	PALI	BAGRI	DISTT.  PALI - 306114	BAGRI	SBBJ0010324	""02960-281091"," 281614""			",,,,,,,,
"RAJASTHAN	PALI	BALI	DISTT.  PALI - 306701	BALI	SBBJ0010191	""02938-222028"," 223538""			",,,,,,,,
"RAJASTHAN	PALI	BAR	""NEAR BUS STAND POST-BAR", TEHSIL RAIPUR MARWAR," DISTT. PALI 306105""	BAR	SBBJ0011065	""02937-284120"," 284220""			306003502",,,,,,
"RAJASTHAN	PALI	DESURI	DISTT.  PALI - 306703	DESURI	SBBJ0010192	""02934-254124"," 254603""			",,,,,,,,
"RAJASTHAN	PALI	FALNA	""COLLEGE  ROAD",  FALNA,"  DISTT.  PALI - 306116""	KHUDALA FALNA STN	SBBJ0010193	""02938-233247"," 234570""			",,,,,,
"RAJASTHAN	PALI	""IND AREA","  PALI""	""INDUSTRIAL  AREA  1ST  PHASE  ","  PALI - 306401""	PALI	SBBJ0010532	""02932-280755"," 280855""			",,,,,,
"RAJASTHAN	PALI	JAITARAN	DISTT.  PALI - 306302	JAITARAN	SBBJ0010194	""02939-222224"," 224291""			",,,,,,,,
"RAJASTHAN	PALI	JOJAWAR	DISTT.  PALI - 306022	JOJAWAR	SBBJ0010328	02935-245022			",,,,,,,,,
